Date,Open,High,Low,Close,Adj Close,Volume,Mode,Mean,Median
2020-01-24,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3707130000,3295.469971,617857756.4583335,3314.2850344999997
2020-01-27,3247.159912,3258.850098,3234.5,3243.629883,3243.629883,3823100000,3243.629883,637186037.9616293,3245.3948975000003
2020-01-28,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3526720000,3276.23999,587789391.1383463,3276.23999
2020-01-29,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3584500000,3273.399902,597419400.2699381,3281.4299315
2020-01-30,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3787250000,3283.659912,631211058.7466227,3283.659912
2020-01-31,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4527830000,"3282.330078,3225.52002",754641038.396688,3253.925049
2020-02-03,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3757910000,"3235.659912,3248.919922",626321039.5999348,3248.919922
2020-02-04,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3995320000,"3280.610107,3297.590088",665889410.5533854,3297.590088
2020-02-05,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4117730000,3334.689941,686291107.603312,3334.689941
2020-02-06,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3868370000,3345.780029,644731119.8049723,3345.780029
2020-02-07,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3730650000,3327.709961,621777775.75,3331.625
2020-02-10,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3450350000,3352.090088,575061115.4150392,3352.090088
2020-02-11,3365.870117,3375.629883,3352.719971,3357.75,3357.75,3760550000,3357.75,626761134.9533285,3361.8100585
2020-02-12,3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3926380000,3379.449951,654399480.0983074,3379.449951
2020-02-13,3365.899902,3385.090088,3360.52002,3373.939941,3373.939941,3498240000,3373.939941,583042809.8983153,3373.939941
2020-02-14,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3398040000,3380.159912,566342814.2066242,3380.159912
2020-02-18,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3746720000,3370.290039,624456140.040039,3370.290039
2020-02-19,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3600150000,3386.149902,600027820.8399658,3386.149902
2020-02-20,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4007320000,3373.22998,667889476.1799722,3376.8399655000003
2020-02-21,3360.5,3360.76001,3328.449951,3337.75,3337.75,3899270000,3337.75,649881120.8683268,3349.125
2020-02-24,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4842960000,3225.889893,807162697.3083091,3241.75
2020-02-25,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5591510000,3128.209961,931920976.8533121,3183.574951
2020-02-26,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5478110000,3116.389893,913020944.0299481,3128.1448975000003
2020-02-27,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7058840000,2978.76001,1176475849.08667,3020.6500244999997
2020-02-28,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8563850000,2954.219971,1427310773.4833171,2954.219971
2020-03-02,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6376400000,3090.22998,1062735865.1483151,3090.22998
2020-03-03,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6355940000,3003.370117,1059325869.4250082,3049.915039
2020-03-04,3045.75,3130.969971,3034.379883,3130.120117,3130.120117,5035480000,3130.120117,839249245.223348,3130.120117
2020-03-05,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5575550000,3023.939941,929260867.7416583,3049.819946
2020-03-06,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6552140000,2972.370117,1092025797.7350261,2972.370117
2020-03-09,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8423050000,"2863.889893,2746.560059",1403843992.5549726,2805.224976
2020-03-10,2813.47998,2882.590088,2734.0,2882.22998,2882.22998,7635960000,2882.22998,1272662365.7550046,2882.22998
2020-03-11,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7374110000,"2825.600098,2741.379883",1229020640.1966555,2783.4899905
2020-03-12,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8829380000,2480.639893,1471565455.324992,2555.75
2020-03-13,2569.98999,2711.330078,2492.370117,2711.02002,2711.02002,8258670000,2711.02002,1376447199.2883708,2711.02002
